tx_id,is_fraud_risk,label,correct_action,fraud_posture,split
TX000121,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000122,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000123,0,legitimate,NONE,n/a,train
TX000124,0,legitimate,NONE,n/a,train
TX000125,0,legitimate,NONE,n/a,train
TX000126,0,legitimate,NONE,n/a,train
TX000127,0,legitimate,NONE,n/a,train
TX000128,0,legitimate,NONE,n/a,train
TX000129,0,legitimate,NONE,n/a,train
TX000130,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000131,0,legitimate,NONE,n/a,holdout
TX000132,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000133,0,legitimate,NONE,n/a,train
TX000134,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000135,0,legitimate,NONE,n/a,train
TX000136,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000137,0,legitimate,NONE,n/a,train
TX000138,0,legitimate,NONE,n/a,train
TX000139,0,legitimate,NONE,n/a,train
TX000140,0,legitimate,NONE,n/a,holdout
TX000141,0,legitimate,NONE,n/a,holdout
TX000142,0,legitimate,NONE,n/a,holdout
TX000143,0,legitimate,NONE,n/a,train
TX000144,0,legitimate,NONE,n/a,train
TX000145,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000146,0,legitimate,NONE,n/a,train
TX000147,0,legitimate,NONE,n/a,train
TX000148,0,legitimate,NONE,n/a,train
TX000149,0,legitimate,NONE,n/a,train
TX000150,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000151,1,true_fraud,CONCEDE,obvious,holdout
TX000152,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000153,0,legitimate,NONE,n/a,train
TX000154,0,legitimate,NONE,n/a,train
TX000155,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000156,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000157,0,legitimate,NONE,n/a,train
TX000158,0,legitimate,NONE,n/a,train
TX000159,0,legitimate,NONE,n/a,train
TX000160,1,true_fraud,CONCEDE,obvious,holdout
TX000161,1,true_fraud,CONCEDE,obvious,holdout
TX000162,0,legitimate,NONE,n/a,holdout
TX000163,0,legitimate,NONE,n/a,train
TX000164,0,legitimate,NONE,n/a,train
TX000165,0,legitimate,NONE,n/a,train
TX000166,0,legitimate,NONE,n/a,train
TX000167,0,legitimate,NONE,n/a,train
TX000168,0,legitimate,NONE,n/a,train
TX000169,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000170,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000171,0,legitimate,NONE,n/a,holdout
TX000172,0,legitimate,NONE,n/a,holdout
TX000173,0,legitimate,NONE,n/a,train
TX000174,0,legitimate,NONE,n/a,train
TX000175,1,true_fraud,CONCEDE,obvious,train
TX000176,0,legitimate,NONE,n/a,train
TX000177,0,legitimate,NONE,n/a,train
TX000178,0,legitimate,NONE,n/a,train
TX000179,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000180,0,legitimate,NONE,n/a,holdout
TX000181,0,legitimate,NONE,n/a,holdout
TX000182,0,legitimate,NONE,n/a,holdout
TX000183,0,legitimate,NONE,n/a,train
TX000184,0,legitimate,NONE,n/a,train
TX000185,0,legitimate,NONE,n/a,train
TX000186,0,legitimate,NONE,n/a,train
TX000187,0,legitimate,NONE,n/a,train
TX000188,0,legitimate,NONE,n/a,train
TX000189,0,legitimate,NONE,n/a,train
TX000190,0,legitimate,NONE,n/a,holdout
TX000191,0,legitimate,NONE,n/a,holdout
TX000192,0,legitimate,NONE,n/a,holdout
TX000193,1,true_fraud,CONCEDE,subtle_blend,train
TX000194,0,legitimate,NONE,n/a,train
TX000195,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000196,0,legitimate,NONE,n/a,train
TX000197,0,legitimate,NONE,n/a,train
TX000198,0,legitimate,NONE,n/a,train
TX000199,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000200,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000201,0,legitimate,NONE,n/a,holdout
TX000202,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000203,0,legitimate,NONE,n/a,train
TX000204,0,legitimate,NONE,n/a,train
TX000205,0,legitimate,NONE,n/a,train
TX000206,0,legitimate,NONE,n/a,train
TX000207,0,legitimate,NONE,n/a,train
TX000208,0,legitimate,NONE,n/a,train
TX000209,0,legitimate,NONE,n/a,train
TX000210,0,legitimate,NONE,n/a,holdout
TX000211,0,legitimate,NONE,n/a,holdout
TX000212,0,legitimate,NONE,n/a,holdout
TX000213,0,legitimate,NONE,n/a,train
TX000214,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000215,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000216,0,legitimate,NONE,n/a,train
TX000217,0,legitimate,NONE,n/a,train
TX000218,0,legitimate,NONE,n/a,train
TX000219,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000220,0,legitimate,NONE,n/a,holdout
TX000221,0,legitimate,NONE,n/a,holdout
TX000222,0,legitimate,NONE,n/a,holdout
TX000223,0,legitimate,NONE,n/a,train
TX000224,0,legitimate,NONE,n/a,train
TX000225,0,legitimate,NONE,n/a,train
TX000226,0,legitimate,NONE,n/a,train
TX000227,0,legitimate,NONE,n/a,train
TX000228,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000229,0,legitimate,NONE,n/a,train
TX000230,0,legitimate,NONE,n/a,holdout
TX000231,0,legitimate,NONE,n/a,holdout
TX000232,0,legitimate,NONE,n/a,holdout
TX000233,0,legitimate,NONE,n/a,train
TX000234,0,legitimate,NONE,n/a,train
TX000235,0,legitimate,NONE,n/a,train
TX000236,0,legitimate,NONE,n/a,train
TX000237,0,legitimate,NONE,n/a,train
TX000238,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000239,0,legitimate,NONE,n/a,train
TX000240,0,legitimate,NONE,n/a,holdout
TX000241,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000242,0,legitimate,NONE,n/a,holdout
TX000243,0,legitimate,NONE,n/a,train
TX000244,0,legitimate,NONE,n/a,train
TX000245,0,legitimate,NONE,n/a,train
TX000246,0,legitimate,NONE,n/a,train
TX000247,1,true_fraud,CONCEDE,subtle_blend,train
TX000248,1,true_fraud,CONCEDE,obvious,train
TX000249,0,legitimate,NONE,n/a,train
TX000250,0,legitimate,NONE,n/a,holdout
TX000251,0,legitimate,NONE,n/a,holdout
TX000252,0,legitimate,NONE,n/a,holdout
TX000253,1,true_fraud,CONCEDE,obvious,train
TX000254,0,legitimate,NONE,n/a,train
TX000255,0,legitimate,NONE,n/a,train
TX000256,1,true_fraud,CONCEDE,subtle_blend,train
TX000257,0,legitimate,NONE,n/a,train
TX000258,0,legitimate,NONE,n/a,train
TX000259,0,legitimate,NONE,n/a,train
TX000260,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000261,0,legitimate,NONE,n/a,holdout
TX000262,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000263,0,legitimate,NONE,n/a,train
TX000264,0,legitimate,NONE,n/a,train
TX000265,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000266,1,true_fraud,CONCEDE,obvious,train
TX000267,0,legitimate,NONE,n/a,train
TX000268,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000269,0,legitimate,NONE,n/a,train
TX000270,0,legitimate,NONE,n/a,holdout
TX000271,0,legitimate,NONE,n/a,holdout
TX000272,0,legitimate,NONE,n/a,holdout
TX000273,0,legitimate,NONE,n/a,train
TX000274,1,true_fraud,CONCEDE,subtle_blend,train
TX000275,1,true_fraud,CONCEDE,obvious,train
TX000276,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000277,0,legitimate,NONE,n/a,train
TX000278,0,legitimate,NONE,n/a,train
TX000279,0,legitimate,NONE,n/a,train
TX000280,0,legitimate,NONE,n/a,holdout
TX000281,0,legitimate,NONE,n/a,holdout
TX000282,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000283,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000284,0,legitimate,NONE,n/a,train
TX000285,0,legitimate,NONE,n/a,train
TX000286,0,legitimate,NONE,n/a,train
TX000287,0,legitimate,NONE,n/a,train
TX000288,0,legitimate,NONE,n/a,train
TX000289,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000290,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000291,0,legitimate,NONE,n/a,holdout
TX000292,1,true_fraud,CONCEDE,obvious,holdout
TX000293,0,legitimate,NONE,n/a,train
TX000294,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000295,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000296,0,legitimate,NONE,n/a,train
TX000297,0,legitimate,NONE,n/a,train
TX000298,0,legitimate,NONE,n/a,train
TX000299,0,legitimate,NONE,n/a,train
TX000300,0,legitimate,NONE,n/a,holdout
TX000301,0,legitimate,NONE,n/a,holdout
TX000302,1,true_fraud,CONCEDE,obvious,holdout
TX000303,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000304,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000305,0,legitimate,NONE,n/a,train
TX000306,0,legitimate,NONE,n/a,train
TX000307,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000308,0,legitimate,NONE,n/a,train
TX000309,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000310,0,legitimate,NONE,n/a,holdout
TX000311,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000312,0,legitimate,NONE,n/a,holdout
TX000313,0,legitimate,NONE,n/a,train
TX000314,0,legitimate,NONE,n/a,train
TX000315,0,legitimate,NONE,n/a,train
TX000316,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000317,0,legitimate,NONE,n/a,train
TX000318,0,legitimate,NONE,n/a,train
TX000319,0,legitimate,NONE,n/a,train
TX000320,0,legitimate,NONE,n/a,holdout
TX000321,0,legitimate,NONE,n/a,holdout
TX000322,0,legitimate,NONE,n/a,holdout
TX000323,1,true_fraud,CONCEDE,subtle_blend,train
TX000324,0,legitimate,NONE,n/a,train
TX000325,0,legitimate,NONE,n/a,train
TX000326,0,legitimate,NONE,n/a,train
TX000327,0,legitimate,NONE,n/a,train
TX000328,0,legitimate,NONE,n/a,train
TX000329,0,legitimate,NONE,n/a,train
TX000330,0,legitimate,NONE,n/a,holdout
TX000331,0,legitimate,NONE,n/a,holdout
TX000332,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000333,0,legitimate,NONE,n/a,train
TX000334,0,legitimate,NONE,n/a,train
TX000335,0,legitimate,NONE,n/a,train
TX000336,0,legitimate,NONE,n/a,train
TX000337,0,legitimate,NONE,n/a,train
TX000338,0,legitimate,NONE,n/a,train
TX000339,0,legitimate,NONE,n/a,train
TX000340,0,legitimate,NONE,n/a,holdout
TX000341,0,legitimate,NONE,n/a,holdout
TX000342,0,legitimate,NONE,n/a,holdout
TX000343,0,legitimate,NONE,n/a,train
TX000344,0,legitimate,NONE,n/a,train
TX000345,0,legitimate,NONE,n/a,train
TX000346,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000347,0,legitimate,NONE,n/a,train
TX000348,0,legitimate,NONE,n/a,train
TX000349,0,legitimate,NONE,n/a,train
TX000350,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000351,0,legitimate,NONE,n/a,holdout
TX000352,0,legitimate,NONE,n/a,holdout
TX000353,0,legitimate,NONE,n/a,train
TX000354,1,true_fraud,CONCEDE,obvious,train
TX000355,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000356,0,legitimate,NONE,n/a,train
TX000357,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000358,0,legitimate,NONE,n/a,train
TX000359,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000360,0,legitimate,NONE,n/a,holdout
TX000361,0,legitimate,NONE,n/a,holdout
TX000362,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000363,0,legitimate,NONE,n/a,train
TX000364,0,legitimate,NONE,n/a,train
TX000365,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000366,1,true_fraud,CONCEDE,subtle_blend,train
TX000367,0,legitimate,NONE,n/a,train
TX000368,0,legitimate,NONE,n/a,train
TX000369,1,true_fraud,CONCEDE,obvious,train
TX000370,0,legitimate,NONE,n/a,holdout
TX000371,0,legitimate,NONE,n/a,holdout
TX000372,0,legitimate,NONE,n/a,holdout
TX000373,0,legitimate,NONE,n/a,train
TX000374,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000375,0,legitimate,NONE,n/a,train
TX000376,0,legitimate,NONE,n/a,train
TX000377,1,true_fraud,CONCEDE,obvious,train
TX000378,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000379,0,legitimate,NONE,n/a,train
TX000380,0,legitimate,NONE,n/a,holdout
TX000381,0,legitimate,NONE,n/a,holdout
TX000382,0,legitimate,NONE,n/a,holdout
TX000383,0,legitimate,NONE,n/a,train
TX000384,0,legitimate,NONE,n/a,train
TX000385,1,true_fraud,CONCEDE,obvious,train
TX000386,0,legitimate,NONE,n/a,train
TX000387,0,legitimate,NONE,n/a,train
TX000388,0,legitimate,NONE,n/a,train
TX000389,0,legitimate,NONE,n/a,train
TX000390,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000391,0,legitimate,NONE,n/a,holdout
TX000392,0,legitimate,NONE,n/a,holdout
TX000393,0,legitimate,NONE,n/a,train
TX000394,0,legitimate,NONE,n/a,train
TX000395,0,legitimate,NONE,n/a,train
TX000396,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000397,0,legitimate,NONE,n/a,train
TX000398,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000399,0,legitimate,NONE,n/a,train
TX000400,0,legitimate,NONE,n/a,holdout
TX000401,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000402,0,legitimate,NONE,n/a,holdout
TX000403,0,legitimate,NONE,n/a,train
TX000404,0,legitimate,NONE,n/a,train
TX000405,1,true_fraud,CONCEDE,subtle_blend,train
TX000406,0,legitimate,NONE,n/a,train
TX000407,0,legitimate,NONE,n/a,train
TX000408,0,legitimate,NONE,n/a,train
TX000409,0,legitimate,NONE,n/a,train
TX000410,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000411,0,legitimate,NONE,n/a,holdout
TX000412,0,legitimate,NONE,n/a,holdout
TX000413,1,true_fraud,CONCEDE,subtle_blend,train
TX000414,1,true_fraud,CONCEDE,obvious,train
TX000415,1,true_fraud,CONCEDE,obvious,train
TX000416,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000417,0,legitimate,NONE,n/a,train
TX000418,0,legitimate,NONE,n/a,train
TX000419,0,legitimate,NONE,n/a,train
TX000420,0,legitimate,NONE,n/a,holdout
TX000421,0,legitimate,NONE,n/a,holdout
TX000422,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000423,0,legitimate,NONE,n/a,train
TX000424,0,legitimate,NONE,n/a,train
TX000425,0,legitimate,NONE,n/a,train
TX000426,0,legitimate,NONE,n/a,train
TX000427,1,true_fraud,CONCEDE,obvious,train
TX000428,1,true_fraud,CONCEDE,subtle_drain,train
TX000429,0,legitimate,NONE,n/a,train
TX000430,0,legitimate,NONE,n/a,holdout
TX000431,0,legitimate,NONE,n/a,holdout
TX000432,0,legitimate,NONE,n/a,holdout
TX000433,0,legitimate,NONE,n/a,train
TX000434,0,legitimate,NONE,n/a,train
TX000435,0,legitimate,NONE,n/a,train
TX000436,0,legitimate,NONE,n/a,train
TX000437,0,legitimate,NONE,n/a,train
TX000438,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000439,0,legitimate,NONE,n/a,train
TX000440,0,legitimate,NONE,n/a,holdout
TX000441,0,legitimate,NONE,n/a,holdout
TX000442,0,legitimate,NONE,n/a,holdout
TX000443,0,legitimate,NONE,n/a,train
TX000444,0,legitimate,NONE,n/a,train
TX000445,0,legitimate,NONE,n/a,train
TX000446,0,legitimate,NONE,n/a,train
TX000447,0,legitimate,NONE,n/a,train
TX000448,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000449,0,legitimate,NONE,n/a,train
TX000450,0,legitimate,NONE,n/a,holdout
TX000451,0,legitimate,NONE,n/a,holdout
TX000452,0,legitimate,NONE,n/a,holdout
TX000453,0,legitimate,NONE,n/a,train
TX000454,0,legitimate,NONE,n/a,train
TX000455,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000456,0,legitimate,NONE,n/a,train
TX000457,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000458,1,true_fraud,CONCEDE,obvious,train
TX000459,0,legitimate,NONE,n/a,train
TX000460,0,legitimate,NONE,n/a,holdout
TX000461,0,legitimate,NONE,n/a,holdout
TX000462,1,true_fraud,CONCEDE,subtle_blend,holdout
TX000463,0,legitimate,NONE,n/a,train
TX000464,0,legitimate,NONE,n/a,train
TX000465,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000466,0,legitimate,NONE,n/a,train
TX000467,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000468,0,legitimate,NONE,n/a,train
TX000469,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000470,0,legitimate,NONE,n/a,holdout
TX000471,0,legitimate,NONE,n/a,holdout
TX000472,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000473,0,legitimate,NONE,n/a,train
TX000474,0,legitimate,NONE,n/a,train
TX000475,0,legitimate,NONE,n/a,train
TX000476,0,legitimate,NONE,n/a,train
TX000477,0,legitimate,NONE,n/a,train
TX000478,0,legitimate,NONE,n/a,train
TX000479,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000480,0,legitimate,NONE,n/a,holdout
TX000481,0,legitimate,NONE,n/a,holdout
TX000482,0,legitimate,NONE,n/a,holdout
TX000483,0,legitimate,NONE,n/a,train
TX000484,0,legitimate,NONE,n/a,train
TX000485,0,legitimate,NONE,n/a,train
TX000486,0,legitimate,NONE,n/a,train
TX000487,0,legitimate,NONE,n/a,train
TX000488,0,legitimate,NONE,n/a,train
TX000489,0,legitimate,NONE,n/a,train
TX000490,0,legitimate,NONE,n/a,holdout
TX000491,0,legitimate,NONE,n/a,holdout
TX000492,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000493,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000494,0,legitimate,NONE,n/a,train
TX000495,0,legitimate,NONE,n/a,train
TX000496,0,legitimate,NONE,n/a,train
TX000497,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000498,0,legitimate,NONE,n/a,train
TX000499,0,legitimate,NONE,n/a,train
TX000500,0,legitimate,NONE,n/a,holdout
TX000501,0,legitimate,NONE,n/a,holdout
TX000502,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000503,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000504,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000505,0,legitimate,NONE,n/a,train
TX000506,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000507,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000508,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,train
TX000509,0,legitimate,NONE,n/a,train
TX000510,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000511,0,legitimate,NONE,n/a,holdout
TX000512,0,legitimate,NONE,n/a,holdout
TX000513,0,legitimate,NONE,n/a,train
TX000514,0,legitimate,NONE,n/a,train
TX000515,0,legitimate,NONE,n/a,train
TX000516,0,legitimate,NONE,n/a,train
TX000517,0,legitimate,NONE,n/a,train
TX000518,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000519,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000520,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,holdout
TX000521,0,legitimate,NONE,n/a,holdout
TX000522,0,merchant_error,CONCEDE_AND_FLAG_INTERNALLY,n/a,holdout
TX000523,0,legitimate,NONE,n/a,train
TX000524,0,legitimate,NONE,n/a,train
TX000525,0,legitimate,NONE,n/a,train
TX000526,0,legitimate,NONE,n/a,train
TX000527,0,legitimate,NONE,n/a,train
TX000528,1,friendly_fraud,CONTEST_WITH_EVIDENCE,n/a,train
TX000529,0,legitimate,NONE,n/a,train
